complaint_id,complaint_text,category,priority,date_received,status
547,My account is showing activity from a location I have never been to. I am very disappointed.,Account,Low,2024-09-30,In Progress
548,The quality of your product has declined since I first purchased it. I am very disappointed.,Service Quality,High,2024-07-31,In Progress
549,My account profile information was changed without my knowledge. Please look into this matter.,Account,Medium,2023-05-02,Closed
550,The estimated delivery date on the website was inaccurate by over a week. Please resolve this urgently.,Delivery,Low,2024-04-11,In Progress
551,Your company's communication during the maintenance window was poor. I need help with this issue.,Service Quality,Medium,2023-07-16,In Progress
552,My account profile information was changed without my knowledge. Please resolve this urgently.,Account,High,2023-03-09,Closed
553,The print function is not working correctly. Pages come out blank or garbled. I am very disappointed.,Technical Support,Medium,2024-12-10,Open
554,The fragile items in my order were not packed properly and arrived broken. Please resolve this urgently.,Delivery,Medium,2023-09-12,Closed
555,I need to transfer my account ownership but the process is not documented. This has been going on for too long.,Account,Medium,2024-10-24,Closed
556,The quality of your product has declined since I first purchased it. This has been going on for too long.,Service Quality,Medium,2024-02-24,In Progress
557,Video calls keep dropping after 5 minutes. My internet connection is fine. Please resolve this urgently.,Technical Support,Medium,2023-05-30,In Progress
558,The account merge feature is not working. I have two accounts that need combining. Please resolve this urgently.,Account,Low,2024-03-28,Open
559,Your support team keeps asking me to repeat the same information every time I call. This needs immediate attention.,Service Quality,Low,2023-05-04,Closed
560,Perishable items in my order arrived spoiled due to delayed delivery. This needs immediate attention.,Delivery,High,2024-02-29,In Progress
561,The account verification process keeps failing even with correct documents. This needs immediate attention.,Account,Low,2024-05-05,In Progress
562,I've contacted support 5 times about the same issue and it's still not resolved. Please resolve this urgently.,Service Quality,High,2024-05-14,Open
563,I received a late payment fee even though I paid on time. Check your records. Expecting a quick resolution.,Billing,High,2024-12-18,Closed
564,My replacement order is taking longer than the original order to ship. This needs immediate attention.,Delivery,Low,2024-02-23,In Progress
565,The package was left at the wrong address and I had to retrieve it myself. I need help with this issue.,Delivery,Medium,2023-06-24,Open
566,The delivery person did not ring the doorbell and left a missed delivery notice. This needs immediate attention.,Delivery,Medium,2024-01-31,Open
567,The price increased without any prior notification. This is unfair to loyal customers. Expecting a quick resolution.,Billing,Low,2024-02-02,Closed
568,The software update broke several features that were working fine before. This has been going on for too long.,Technical Support,Medium,2023-03-12,Closed
569,The service outage lasted 3 days and there was no communication from your team. Please look into this matter.,Service Quality,High,2023-01-07,Closed
570,The auto-renewal charged my card without sending a reminder email first.,Billing,Medium,2023-06-16,Closed
571,My account tier benefits are not reflecting even though I qualify for gold status.,Account,Medium,2024-02-08,Open
572,Data sync between desktop and mobile versions is not working properly. This has been going on for too long.,Technical Support,Low,2023-07-23,Closed
573,I received a late payment fee even though I paid on time. Check your records. I am very disappointed.,Billing,Medium,2024-12-08,Closed
574,I received a late payment fee even though I paid on time. Check your records. Please resolve this urgently.,Billing,High,2023-02-02,Closed
575,The API integration keeps returning timeout errors for our application.,Technical Support,High,2023-01-08,Closed
576,The package was left at the wrong address and I had to retrieve it myself. This has been going on for too long.,Delivery,Low,2024-07-20,Open
577,The billing cycle changed without my consent. I want to go back to monthly billing. Expecting a quick resolution.,Billing,Medium,2024-02-03,Open
578,My device is not connecting to your service. I've followed all troubleshooting steps. This has been going on for too long.,Technical Support,High,2023-05-23,Closed
579,I cannot link my social media accounts to my profile anymore.,Account,Medium,2024-11-08,Closed
580,Your staff provided incorrect information which caused me financial loss. This needs immediate attention.,Service Quality,Low,2024-04-22,In Progress
581,I filed a formal complaint two weeks ago and have received no acknowledgment. Please look into this matter.,Service Quality,High,2024-01-26,In Progress
582,I'm getting error code 502 whenever I try to access my dashboard. This needs immediate attention.,Technical Support,Medium,2024-01-24,In Progress
583,I was charged for a premium feature that I never opted into. Remove the charge. Expecting a quick resolution.,Billing,Medium,2023-10-06,Closed
584,The tracking information hasn't updated in 4 days. Where is my package? This has been going on for too long.,Delivery,High,2024-05-26,In Progress
585,The technician who visited my home was unprofessional and left without fixing the issue. I am very disappointed.,Service Quality,Low,2023-05-01,Closed
586,The online help documentation is outdated and doesn't match the current interface. Expecting a quick resolution.,Service Quality,Low,2023-06-15,In Progress
587,The mobile app notifications are not working. I'm missing important alerts. I am very disappointed.,Technical Support,Low,2023-08-19,In Progress
588,The export feature generates corrupted files. I cannot open the downloaded reports. I am very disappointed.,Technical Support,Low,2023-01-16,Closed
589,I've contacted support 5 times about the same issue and it's still not resolved.,Service Quality,Low,2024-09-05,Open
590,I was charged full price during the free trial period. This is a billing error. Please look into this matter.,Billing,Medium,2023-07-06,Closed
591,Your company's communication during the maintenance window was poor. Expecting a quick resolution.,Service Quality,Medium,2024-04-11,Closed
592,My loyalty points disappeared from my account after the system update. I need help with this issue.,Account,Medium,2023-01-07,In Progress
593,I cancelled my plan last month but I'm still being billed. Please stop the charges. I am very disappointed.,Billing,Low,2023-06-07,Closed
594,The export feature generates corrupted files. I cannot open the downloaded reports. This has been going on for too long.,Technical Support,Medium,2024-11-23,Closed
595,The package arrived damaged. The contents inside were completely broken. I need help with this issue.,Delivery,High,2024-08-10,Closed
596,The delivery date was changed twice without notifying me in advance. Expecting a quick resolution.,Delivery,Low,2023-09-16,Open
597,My corporate discount is not reflecting on the latest bill. Please correct this. Please look into this matter.,Billing,Low,2024-11-19,Closed
598,I cannot log into my account. The password reset link is not working either. I need help with this issue.,Technical Support,Medium,2024-05-30,Closed
599,My corporate discount is not reflecting on the latest bill. Please correct this. I am very disappointed.,Billing,Medium,2023-06-13,Closed
600,My corporate discount is not reflecting on the latest bill. Please correct this. This has been going on for too long.,Billing,Medium,2024-03-11,Closed
601,Your staff provided incorrect information which caused me financial loss. This has been going on for too long.,Service Quality,Low,2024-11-17,Closed
602,The package was left at the wrong address and I had to retrieve it myself. This has been going on for too long.,Delivery,High,2024-12-14,Closed
603,I need to transfer my account ownership but the process is not documented. Expecting a quick resolution.,Account,High,2023-04-12,Closed
604,The privacy settings on my account are not saving when I try to update them. Please look into this matter.,Account,Medium,2024-10-03,In Progress
605,The API integration keeps returning timeout errors for our application. Please resolve this urgently.,Technical Support,Medium,2023-11-03,Closed
606,My account tier benefits are not reflecting even though I qualify for gold status. Please look into this matter.,Account,Medium,2023-12-19,Open
607,Data sync between desktop and mobile versions is not working properly. This has been going on for too long.,Technical Support,High,2024-01-05,Closed
608,I expect better service for the premium price I'm paying for your subscription. Please look into this matter.,Service Quality,Low,2024-02-17,In Progress
609,My corporate discount is not reflecting on the latest bill. Please correct this. Please look into this matter.,Billing,High,2023-04-05,Open
610,The live chat support agent disconnected without resolving my issue.,Service Quality,High,2024-07-24,Closed
611,I cannot upload files larger than 5MB even though the limit should be 25MB. This needs immediate attention.,Technical Support,Medium,2024-04-03,Closed
612,The delivery date was changed twice without notifying me in advance. This has been going on for too long.,Delivery,High,2023-05-06,Open
613,The quality assurance on your latest product release is clearly lacking.,Service Quality,High,2023-04-06,Closed
614,The promotional discount was not applied to my latest invoice. I was promised 20% off.,Billing,Low,2023-12-18,Closed
615,The delivery window given was 8am-8pm which is way too broad to be useful. Please look into this matter.,Delivery,Medium,2024-09-03,Closed
616,The fragile items in my order were not packed properly and arrived broken. Expecting a quick resolution.,Delivery,Low,2024-10-28,Open
617,The service outage lasted 3 days and there was no communication from your team. I am very disappointed.,Service Quality,Medium,2023-09-25,Closed
618,I see an unauthorized charge on my account for $49.99. I did not make this purchase. Please look into this matter.,Billing,High,2024-04-30,Closed
619,The delivery person did not ring the doorbell and left a missed delivery notice.,Delivery,Medium,2024-08-20,Open
620,I cannot change my subscription plan from the account management page. I am very disappointed.,Account,High,2024-02-13,Closed
621,I need to transfer my account ownership but the process is not documented. This needs immediate attention.,Account,Medium,2024-12-22,In Progress
622,My bill shows charges for services I never subscribed to. This is unacceptable.,Billing,Low,2023-09-11,Closed
623,My loyalty points disappeared from my account after the system update. Please resolve this urgently.,Account,High,2024-04-18,In Progress
624,The account recovery process requires a phone number I no longer have access to. This needs immediate attention.,Account,High,2024-03-22,In Progress
625,Your support team keeps asking me to repeat the same information every time I call. Please look into this matter.,Service Quality,High,2023-06-16,Closed
626,The account verification process keeps failing even with correct documents. Please resolve this urgently.,Account,Low,2024-01-31,Closed
627,I need an itemized bill breakdown. The total charges seem inflated. This has been going on for too long.,Billing,Medium,2024-08-25,In Progress
628,Screen sharing feature freezes during presentations. This is affecting my work.,Technical Support,Medium,2023-08-18,Closed
629,My delivery was marked as delivered but I never received it at my address. I need help with this issue.,Delivery,Medium,2024-08-03,Closed
630,The technician who visited my home was unprofessional and left without fixing the issue. This has been going on for too long.,Service Quality,High,2024-09-08,Closed
631,The estimated delivery date on the website was inaccurate by over a week. Please resolve this urgently.,Delivery,Low,2023-07-12,Open
632,Data sync between desktop and mobile versions is not working properly. I need help with this issue.,Technical Support,High,2023-06-15,Closed
633,The promised features in the plan I purchased are not available. I am very disappointed.,Service Quality,Medium,2023-12-13,In Progress
634,The print function is not working correctly. Pages come out blank or garbled. Expecting a quick resolution.,Technical Support,High,2024-02-03,Closed
635,The quality assurance on your latest product release is clearly lacking.,Service Quality,Low,2024-12-21,Closed
636,My payment was deducted but the service was not activated. I need an immediate refund. Please look into this matter.,Billing,Medium,2024-02-26,Closed
637,I was downgraded from premium to basic without any notification or consent. Expecting a quick resolution.,Account,Low,2024-08-20,Closed
638,My account history and past orders have been wiped clean after the migration.,Account,High,2024-06-11,Open
639,My corporate discount is not reflecting on the latest bill. Please correct this.,Billing,High,2023-10-28,Open
640,Your support team keeps asking me to repeat the same information every time I call. Please look into this matter.,Service Quality,Low,2023-10-03,Open
641,The tracking information hasn't updated in 4 days. Where is my package? This has been going on for too long.,Delivery,High,2024-03-22,Open
642,I cannot update my email address on the account settings page. This needs immediate attention.,Account,High,2024-02-28,Open
643,Service reliability has been terrible with frequent outages this quarter. This has been going on for too long.,Service Quality,Low,2023-06-06,Closed
644,The mobile app notifications are not working. I'm missing important alerts. Please resolve this urgently.,Technical Support,Medium,2023-10-19,Closed
645,The technician who visited my home was unprofessional and left without fixing the issue. This needs immediate attention.,Service Quality,Low,2023-03-11,Closed
646,I'm getting error code 502 whenever I try to access my dashboard. Please look into this matter.,Technical Support,High,2024-06-04,Closed
647,I cannot change my subscription plan from the account management page. This has been going on for too long.,Account,Medium,2024-10-24,Closed
648,The auto-renewal charged my card without sending a reminder email first. This needs immediate attention.,Billing,Low,2024-07-23,In Progress
649,The online help documentation is outdated and doesn't match the current interface. This needs immediate attention.,Service Quality,Medium,2024-11-26,Closed
650,The software update broke several features that were working fine before. Please resolve this urgently.,Technical Support,Medium,2023-06-09,Closed
651,I cannot upload files larger than 5MB even though the limit should be 25MB. Please resolve this urgently.,Technical Support,Medium,2023-01-13,Closed
652,I've been waiting 3 weeks for an international shipment that was quoted 7 days. Please resolve this urgently.,Delivery,Medium,2024-08-19,Closed
653,The promised features in the plan I purchased are not available. Expecting a quick resolution.,Service Quality,Low,2024-07-17,Closed
654,The promised features in the plan I purchased are not available.,Service Quality,Medium,2023-04-03,Closed
655,The delivery window given was 8am-8pm which is way too broad to be useful.,Delivery,Medium,2024-11-29,Open
656,Your customer service representative was extremely rude and unhelpful during my call. Please look into this matter.,Service Quality,Medium,2023-01-02,In Progress
657,My account is showing activity from a location I have never been to. Please resolve this urgently.,Account,Low,2024-11-27,Open
658,The search function on your platform returns irrelevant results or no results at all. I am very disappointed.,Technical Support,High,2024-10-29,Closed
659,Your team promised a callback within 24 hours but nobody called me back.,Service Quality,Low,2023-11-16,Closed
660,My account was suspended even though the payment went through successfully. Please resolve this urgently.,Billing,High,2023-12-13,Closed
661,My account shows a balance due but I already paid in full last week. Expecting a quick resolution.,Billing,Medium,2023-12-02,Closed
662,Someone accessed my account without authorization. I suspect a security breach. I am very disappointed.,Account,High,2024-12-16,In Progress
663,Your support team keeps asking me to repeat the same information every time I call. Please resolve this urgently.,Service Quality,Low,2024-04-26,In Progress
664,Perishable items in my order arrived spoiled due to delayed delivery. I need help with this issue.,Delivery,Low,2024-08-14,Closed
665,I cannot change my subscription plan from the account management page. I am very disappointed.,Account,High,2023-02-15,In Progress
666,My package was returned to sender without any attempt to deliver it. Expecting a quick resolution.,Delivery,Medium,2024-07-17,Closed
667,The API integration keeps returning timeout errors for our application. Please look into this matter.,Technical Support,Medium,2023-10-26,In Progress
668,Your response time to emails is terrible. I waited a week for a simple answer. This has been going on for too long.,Service Quality,High,2023-01-25,Closed
669,The software update broke several features that were working fine before. Expecting a quick resolution.,Technical Support,High,2023-04-24,Closed
670,I cannot upload files larger than 5MB even though the limit should be 25MB. This needs immediate attention.,Technical Support,Medium,2024-09-22,Closed
671,I filed a formal complaint two weeks ago and have received no acknowledgment. I need help with this issue.,Service Quality,Medium,2023-11-28,In Progress
672,I've been waiting 3 weeks for an international shipment that was quoted 7 days. Please resolve this urgently.,Delivery,Medium,2024-07-08,Open
673,The parental controls on my account are not restricting content as configured.,Account,High,2024-09-16,Open
674,The gift wrapping I paid extra for was not included in the delivery. Expecting a quick resolution.,Delivery,Low,2023-04-16,In Progress
675,The price increased without any prior notification. This is unfair to loyal customers. I am very disappointed.,Billing,Medium,2023-08-04,Open
676,The account recovery process requires a phone number I no longer have access to. This has been going on for too long.,Account,Medium,2024-04-29,Closed
677,My delivery was marked as delivered but I never received it at my address. This needs immediate attention.,Delivery,Medium,2023-07-06,Closed
678,I've been waiting 3 weeks for an international shipment that was quoted 7 days. This has been going on for too long.,Delivery,Low,2024-03-30,Closed
679,The mobile app notifications are not working. I'm missing important alerts. Expecting a quick resolution.,Technical Support,High,2023-05-28,In Progress
680,I see duplicate transactions on my statement. Both need to be investigated. This needs immediate attention.,Billing,Medium,2024-12-06,In Progress
681,The calendar integration with my email client stopped working after the update. This has been going on for too long.,Technical Support,Medium,2024-08-03,Closed
682,I expect better service for the premium price I'm paying for your subscription. Please resolve this urgently.,Service Quality,Low,2024-07-02,In Progress
683,The delivery date was changed twice without notifying me in advance. Please look into this matter.,Delivery,Medium,2023-10-18,Open
684,The search function on your platform returns irrelevant results or no results at all. Please look into this matter.,Technical Support,High,2023-04-15,In Progress
685,Service reliability has been terrible with frequent outages this quarter. I am very disappointed.,Service Quality,Medium,2023-06-20,Closed
686,The account merge feature is not working. I have two accounts that need combining. Please resolve this urgently.,Account,High,2024-10-02,Closed
687,The delivery date was changed twice without notifying me in advance.,Delivery,Medium,2023-03-18,Closed
688,My payment was deducted but the service was not activated. I need an immediate refund. Please resolve this urgently.,Billing,High,2024-05-26,In Progress
689,The delivery date was changed twice without notifying me in advance. Please look into this matter.,Delivery,Low,2024-09-30,Closed
690,I cannot update my email address on the account settings page.,Account,High,2023-12-08,In Progress
691,The tracking information hasn't updated in 4 days. Where is my package? This has been going on for too long.,Delivery,High,2023-08-03,Open
692,The price increased without any prior notification. This is unfair to loyal customers. Please look into this matter.,Billing,Medium,2024-09-21,Closed
693,Auto-save is not working and I lost 2 hours of work. Very frustrating. Please look into this matter.,Technical Support,High,2023-10-17,Open
694,The account merge feature is not working. I have two accounts that need combining. I need help with this issue.,Account,Low,2024-05-16,Open
695,The account merge feature is not working. I have two accounts that need combining. Expecting a quick resolution.,Account,Medium,2023-11-11,Closed
696,My delivery was marked as delivered but I never received it at my address. This has been going on for too long.,Delivery,Low,2024-06-27,In Progress
697,My order shows shipped but the carrier says they never received the package. I need help with this issue.,Delivery,Low,2023-11-04,Open
698,I was charged full price during the free trial period. This is a billing error. Expecting a quick resolution.,Billing,Low,2023-10-14,In Progress
699,The package arrived damaged. The contents inside were completely broken. Expecting a quick resolution.,Delivery,Low,2024-05-29,In Progress
700,The parental controls on my account are not restricting content as configured.,Account,High,2023-03-27,In Progress
701,I cannot link my social media accounts to my profile anymore. This has been going on for too long.,Account,High,2024-02-06,Closed
702,My order was supposed to arrive 5 days ago but I still haven't received it.,Delivery,Medium,2024-06-28,Closed
703,Perishable items in my order arrived spoiled due to delayed delivery. Please look into this matter.,Delivery,High,2023-06-28,Closed
704,The app keeps crashing every time I try to open it. I've tried reinstalling but no luck. I need help with this issue.,Technical Support,High,2024-02-21,Closed
705,My account history and past orders have been wiped clean after the migration. Please resolve this urgently.,Account,Low,2024-01-18,Closed
706,I was downgraded from premium to basic without any notification or consent. This has been going on for too long.,Account,Medium,2024-08-08,Open
707,The auto-renewal charged my card without sending a reminder email first. Please look into this matter.,Billing,High,2024-11-15,In Progress
708,The mobile app notifications are not working. I'm missing important alerts. Expecting a quick resolution.,Technical Support,Low,2024-05-12,In Progress
709,I need an itemized bill breakdown. The total charges seem inflated. Please resolve this urgently.,Billing,Low,2024-07-03,Open
710,The parental controls on my account are not restricting content as configured. I need help with this issue.,Account,High,2023-05-04,In Progress
711,I've been waiting on hold for over 45 minutes. This is unacceptable wait time. I am very disappointed.,Service Quality,Low,2023-08-19,In Progress
712,My replacement order is taking longer than the original order to ship. Please look into this matter.,Delivery,High,2024-01-29,Open
713,My account shows a balance due but I already paid in full last week. This needs immediate attention.,Billing,High,2024-11-08,Closed
714,My account shows a balance due but I already paid in full last week. I am very disappointed.,Billing,High,2024-12-21,In Progress
715,The delivery person did not ring the doorbell and left a missed delivery notice. Expecting a quick resolution.,Delivery,High,2023-04-08,In Progress
716,The live chat support agent disconnected without resolving my issue. This has been going on for too long.,Service Quality,High,2023-05-04,Closed
717,I need to transfer my account ownership but the process is not documented. Please look into this matter.,Account,Medium,2023-04-06,Closed
718,I received a late payment fee even though I paid on time. Check your records. I need help with this issue.,Billing,Medium,2023-07-22,Open
719,The package arrived damaged. The contents inside were completely broken. Please look into this matter.,Delivery,High,2024-10-20,Closed
720,I cannot update my email address on the account settings page. Expecting a quick resolution.,Account,Medium,2024-05-03,In Progress
721,I cannot log into my account. The password reset link is not working either. This has been going on for too long.,Technical Support,Low,2023-02-03,Closed
722,The promised features in the plan I purchased are not available. Please resolve this urgently.,Service Quality,Medium,2023-03-08,Closed
723,The delivery window given was 8am-8pm which is way too broad to be useful. Please look into this matter.,Delivery,Medium,2024-12-14,Open
724,The package arrived damaged. The contents inside were completely broken. Please look into this matter.,Delivery,Low,2023-05-15,Closed
725,My bill shows charges for services I never subscribed to. This is unacceptable. I am very disappointed.,Billing,High,2024-05-19,Open
726,I filed a formal complaint two weeks ago and have received no acknowledgment. I need help with this issue.,Service Quality,Low,2024-09-03,Open
727,The delivery driver left the package in the rain without any protection. Please resolve this urgently.,Delivery,High,2023-10-18,Closed
728,My account history and past orders have been wiped clean after the migration. This needs immediate attention.,Account,Low,2024-07-20,Closed
729,The gift wrapping I paid extra for was not included in the delivery. This needs immediate attention.,Delivery,Medium,2023-11-01,Closed
730,I cannot log into my account. The password reset link is not working either. This has been going on for too long.,Technical Support,Medium,2023-02-12,Closed
731,The quality of your product has declined since I first purchased it. This has been going on for too long.,Service Quality,Medium,2024-08-08,Open
732,Your response time to emails is terrible. I waited a week for a simple answer. Expecting a quick resolution.,Service Quality,High,2023-03-25,In Progress
733,The delivery driver left the package in the rain without any protection. I need help with this issue.,Delivery,Low,2023-08-05,Closed
734,My corporate discount is not reflecting on the latest bill. Please correct this.,Billing,Medium,2023-05-08,Closed
735,The live chat support agent disconnected without resolving my issue. Please resolve this urgently.,Service Quality,Medium,2023-03-17,Open
736,Your support team keeps asking me to repeat the same information every time I call. Please resolve this urgently.,Service Quality,Medium,2024-08-17,Closed
737,The package was left at the wrong address and I had to retrieve it myself. Please resolve this urgently.,Delivery,Low,2023-12-11,In Progress
738,The app keeps crashing every time I try to open it. I've tried reinstalling but no luck. Please resolve this urgently.,Technical Support,Medium,2024-03-11,Open
739,The website is extremely slow and keeps timing out. I can't complete any transactions. I need help with this issue.,Technical Support,Medium,2023-01-10,Open
740,The account merge feature is not working. I have two accounts that need combining. This needs immediate attention.,Account,Medium,2023-02-14,Closed
741,The privacy settings on my account are not saving when I try to update them. Please look into this matter.,Account,Medium,2024-03-15,In Progress
742,I cannot log into my account. The password reset link is not working either. Expecting a quick resolution.,Technical Support,Medium,2024-10-02,Open
743,I was charged full price during the free trial period. This is a billing error. I need help with this issue.,Billing,Medium,2023-07-19,Closed
744,My account tier benefits are not reflecting even though I qualify for gold status. I am very disappointed.,Account,High,2024-11-07,Closed
745,I received a late payment fee even though I paid on time. Check your records.,Billing,Medium,2024-11-19,Open
746,I requested an account data export but received an incomplete file.,Account,Medium,2023-01-18,Open
747,The auto-renewal charged my card without sending a reminder email first. This needs immediate attention.,Billing,Low,2023-06-07,Closed
748,I see an unauthorized charge on my account for $49.99. I did not make this purchase. Expecting a quick resolution.,Billing,Medium,2023-03-02,In Progress
749,The app keeps crashing every time I try to open it. I've tried reinstalling but no luck. I need help with this issue.,Technical Support,Medium,2024-05-23,In Progress
750,The service quality has deteriorated significantly over the past few months. This needs immediate attention.,Service Quality,Low,2023-04-29,Open
751,The gift wrapping I paid extra for was not included in the delivery. Please look into this matter.,Delivery,Low,2023-11-12,Closed
752,The mobile app notifications are not working. I'm missing important alerts.,Technical Support,Medium,2023-08-13,Open
753,I've been waiting 3 weeks for an international shipment that was quoted 7 days. Please resolve this urgently.,Delivery,High,2024-07-01,Closed
754,I was transferred between 4 different departments without anyone helping me. Expecting a quick resolution.,Service Quality,High,2024-02-23,In Progress
755,I filed a formal complaint two weeks ago and have received no acknowledgment. I am very disappointed.,Service Quality,Low,2024-12-30,In Progress
756,I've been waiting 3 weeks for an international shipment that was quoted 7 days.,Delivery,Low,2024-02-15,Open
757,My corporate discount is not reflecting on the latest bill. Please correct this. I am very disappointed.,Billing,Medium,2024-11-24,Closed
758,Your software is not compatible with the latest OS update. Please fix this. Please look into this matter.,Technical Support,Low,2023-10-05,Closed
759,Data sync between desktop and mobile versions is not working properly. Please look into this matter.,Technical Support,High,2023-02-18,Open
760,Service reliability has been terrible with frequent outages this quarter. Please resolve this urgently.,Service Quality,Medium,2023-11-23,Closed
761,My order was supposed to arrive 5 days ago but I still haven't received it. This has been going on for too long.,Delivery,High,2024-01-08,Open
762,I need an itemized bill breakdown. The total charges seem inflated. This has been going on for too long.,Billing,Low,2024-08-29,Open
763,Your company's communication during the maintenance window was poor. I need help with this issue.,Service Quality,Low,2023-10-22,In Progress
764,I cannot link my social media accounts to my profile anymore. Please look into this matter.,Account,High,2024-02-02,In Progress
765,The account merge feature is not working. I have two accounts that need combining. Expecting a quick resolution.,Account,Medium,2024-07-23,Open
766,I see an unauthorized charge on my account for $49.99. I did not make this purchase. Please resolve this urgently.,Billing,Low,2023-07-11,Closed
767,I need to transfer my account ownership but the process is not documented. Please look into this matter.,Account,High,2024-10-04,In Progress
768,I cannot log into my account. The password reset link is not working either. Expecting a quick resolution.,Technical Support,Low,2024-11-07,In Progress
769,My payment was deducted but the service was not activated. I need an immediate refund. This needs immediate attention.,Billing,High,2024-04-22,Closed
770,Perishable items in my order arrived spoiled due to delayed delivery. Please resolve this urgently.,Delivery,High,2023-01-30,Closed
771,The technician who visited my home was unprofessional and left without fixing the issue. This has been going on for too long.,Service Quality,Medium,2023-10-11,Open
772,My account was suspended even though the payment went through successfully. This has been going on for too long.,Billing,Medium,2024-08-08,Closed
773,The tracking information hasn't updated in 4 days. Where is my package? This needs immediate attention.,Delivery,High,2024-12-30,In Progress
774,Data sync between desktop and mobile versions is not working properly. Please resolve this urgently.,Technical Support,High,2024-10-31,Open
775,The invoice amount does not match what was quoted by your sales team. Please resolve this urgently.,Billing,Low,2023-10-19,Open
776,Your support team keeps asking me to repeat the same information every time I call.,Service Quality,Low,2023-09-29,Open
777,The chat feature is not loading. I see a blank screen when I click on messages. This needs immediate attention.,Technical Support,Medium,2023-12-23,Closed
778,My account history and past orders have been wiped clean after the migration. Please resolve this urgently.,Account,Low,2024-02-11,Closed
779,I see duplicate transactions on my statement. Both need to be investigated. Please resolve this urgently.,Billing,Medium,2024-10-10,Closed
780,I received a late payment fee even though I paid on time. Check your records. I am very disappointed.,Billing,Medium,2023-02-03,In Progress
781,The service outage lasted 3 days and there was no communication from your team. Expecting a quick resolution.,Service Quality,Medium,2023-02-16,In Progress
782,I cannot add a secondary user to my account as the option is greyed out. I am very disappointed.,Account,High,2024-05-15,Open
783,Service reliability has been terrible with frequent outages this quarter. I am very disappointed.,Service Quality,Medium,2023-06-18,Closed
784,My account was locked without any explanation. I need immediate access. Please look into this matter.,Account,Medium,2024-06-03,In Progress
785,The account merge feature is not working. I have two accounts that need combining.,Account,High,2023-09-11,Closed
786,The fragile items in my order were not packed properly and arrived broken. Please look into this matter.,Delivery,Medium,2024-11-17,Open
787,I ordered express shipping but the package is coming via standard delivery. Expecting a quick resolution.,Delivery,Low,2024-05-11,In Progress
788,Your team promised a callback within 24 hours but nobody called me back. Please resolve this urgently.,Service Quality,High,2023-08-22,In Progress
789,The parental controls on my account are not restricting content as configured. Please look into this matter.,Account,High,2024-04-23,Open
790,I'm getting error code 502 whenever I try to access my dashboard.,Technical Support,High,2024-11-21,Closed
791,The calendar integration with my email client stopped working after the update. Please look into this matter.,Technical Support,High,2023-02-19,Closed
792,The currency conversion rate applied to my bill is incorrect. This needs immediate attention.,Billing,High,2024-11-06,In Progress
793,Service reliability has been terrible with frequent outages this quarter. I am very disappointed.,Service Quality,Medium,2023-06-24,Closed
794,The auto-renewal charged my card without sending a reminder email first. Expecting a quick resolution.,Billing,Medium,2024-07-02,In Progress
795,My bill shows charges for services I never subscribed to. This is unacceptable. I am very disappointed.,Billing,Medium,2023-01-21,Closed
796,The calendar integration with my email client stopped working after the update. This has been going on for too long.,Technical Support,Low,2024-05-05,Open
797,I was downgraded from premium to basic without any notification or consent. Please resolve this urgently.,Account,High,2023-01-23,Open
798,I see duplicate transactions on my statement. Both need to be investigated. Please resolve this urgently.,Billing,High,2024-04-09,Closed
799,Screen sharing feature freezes during presentations. This is affecting my work. I am very disappointed.,Technical Support,Medium,2023-12-29,Open
800,Data sync between desktop and mobile versions is not working properly.,Technical Support,Medium,2023-08-09,Open
801,The price increased without any prior notification. This is unfair to loyal customers. Please resolve this urgently.,Billing,High,2023-12-10,In Progress
802,I cannot update my email address on the account settings page. I need help with this issue.,Account,Medium,2023-07-17,Closed
803,I cannot link my social media accounts to my profile anymore. This has been going on for too long.,Account,Medium,2024-08-09,Closed
804,The quality of your product has declined since I first purchased it.,Service Quality,Medium,2023-03-03,Closed
805,The mobile app notifications are not working. I'm missing important alerts. I am very disappointed.,Technical Support,Medium,2024-09-11,Open
806,Your customer service representative was extremely rude and unhelpful during my call. I am very disappointed.,Service Quality,Medium,2023-11-02,Closed
807,My replacement order is taking longer than the original order to ship. Expecting a quick resolution.,Delivery,Medium,2024-07-10,Open
808,I cannot upload files larger than 5MB even though the limit should be 25MB. Please resolve this urgently.,Technical Support,High,2024-07-31,Open
809,The service outage lasted 3 days and there was no communication from your team. Please resolve this urgently.,Service Quality,Low,2024-03-02,Open
810,The print function is not working correctly. Pages come out blank or garbled.,Technical Support,Medium,2023-09-27,Open
811,I was downgraded from premium to basic without any notification or consent. I am very disappointed.,Account,Medium,2023-05-05,Open
812,The chat feature is not loading. I see a blank screen when I click on messages. I am very disappointed.,Technical Support,Medium,2024-09-22,In Progress
813,The account recovery process requires a phone number I no longer have access to. I am very disappointed.,Account,High,2023-02-17,Closed
814,I need to transfer my account ownership but the process is not documented. Please look into this matter.,Account,High,2023-08-17,Closed
815,I was charged for a premium feature that I never opted into. Remove the charge. Please resolve this urgently.,Billing,High,2023-02-13,Closed
816,The technician who visited my home was unprofessional and left without fixing the issue. Please resolve this urgently.,Service Quality,Medium,2024-12-29,Open
817,The package was left at the wrong address and I had to retrieve it myself. This needs immediate attention.,Delivery,Low,2023-02-08,Closed
818,The technician who visited my home was unprofessional and left without fixing the issue. I need help with this issue.,Service Quality,Low,2023-11-19,In Progress
819,My refund has been pending for over 30 days. When will it be processed? This has been going on for too long.,Billing,High,2024-11-29,Closed
